,tri_edge,dom/cod,踊り,女性,スカート,夜,音楽,回る,揺れる,舞台
69,"('音楽', '舞台')",舞台,0.5333333333333333,0.2833333333333333,0.7,-0.7999999999999999,0.6108840083916779,0.47699162299076214,0.48333333333333334,0.35
70,"('回る', '踊り')",回る,-0.06666666666666667,-0.03333333333333333,-0.049999999999999996,-0.049999999999999996,0.1338923854009157,0.02510482226267169,-0.18333333333333335,0.2833333333333333
71,"('回る', '踊り')",踊り,0.39999999999999997,0.03333333333333333,0.6333333333333333,-0.4666666666666666,0.3096261412396175,0.326362689414732,0.38333333333333336,-0.06666666666666667
72,"('回る', '女性')",回る,-0.15,-0.33333333333333337,-0.08333333333333334,-0.016666666666666666,-0.10041928905068676,0.03347309635022892,-0.09999999999999999,0.08333333333333334
73,"('回る', '女性')",女性,0.01673654817511446,0.31799441532717476,0.35983578576496095,-0.4016771562027471,0.37394957983193283,-0.13445378151260506,0.08368274087557231,-0.07531446678801507
74,"('回る', 'スカート')",回る,0.2333333333333333,-0.049999999999999996,0.48333333333333334,-0.13333333333333333,0.15899720766358738,0.3096261412396175,0.2333333333333333,0.016666666666666666
75,"('回る', 'スカート')",スカート,-0.30125786715206027,0.5523060897787773,0.41004543029030427,-0.31799441532717476,-0.5504201680672269,-0.28571428571428575,-0.050209644525343385,-0.6276205565667923
76,"('回る', '夜')",回る,-0.16666666666666669,0.016666666666666666,0.31666666666666665,-0.41666666666666663,-0.30125786715206027,-0.06694619270045785,0.016666666666666666,-0.33333333333333337
77,"('回る', '夜')",夜,-0.6666666666666667,-0.2333333333333333,-0.8499999999999999,0.7999999999999999,-0.5690426379538917,-0.5857791861290061,-0.6666666666666667,-0.19999999999999998
78,"('回る', '音楽')",回る,-0.016666666666666666,0.18333333333333335,0.15,-0.06666666666666667,-0.34309923758984645,0.108787563138244,0.09999999999999999,-0.16666666666666669
79,"('回る', '音楽')",音楽,-0.09999999999999999,0.35,0.11666666666666665,-0.08333333333333334,0.12552411131335847,-0.16736548175114463,-0.18333333333333335,0.016666666666666666
80,"('回る', '揺れる')",回る,-0.10878756313824399,0.10041928905068677,0.12552411131335847,-0.01673654817511446,-0.16806722689075632,-0.029411764705882356,-0.09205101496312953,-0.11715583722580122
81,"('回る', '揺れる')",揺れる,-0.35,0.25,0.11666666666666665,0.16666666666666669,-0.5020964452534339,-0.4100454302903043,-0.09999999999999999,-0.75
82,"('回る', '舞台')",回る,0.06694619270045785,0.25104822262671694,0.09205101496312953,-0.06694619270045785,-0.23949579831932777,0.1596638655462185,0.06694619270045785,0.00836827408755723
83,"('回る', '舞台')",舞台,0.2833333333333333,0.13333333333333333,0.5166666666666667,-0.41666666666666663,0.401677156202747,0.20920685218893076,0.13333333333333333,0.13333333333333333
84,"('揺れる', '踊り')",揺れる,0.09999999999999999,0.6833333333333333,0.38333333333333336,-0.15,0.08368274087557231,0.0,0.25,-0.16666666666666669
85,"('揺れる', '踊り')",踊り,0.38333333333333336,0.45,0.7666666666666667,-0.7666666666666667,0.4686233489032049,0.30125786715206027,0.38333333333333336,0.13333333333333333
86,"('揺れる', '女性')",揺れる,-0.38333333333333336,0.35,0.2333333333333333,-0.16666666666666669,-0.47699162299076214,-0.38494060802763264,0.016666666666666666,-0.7
87,"('揺れる', '女性')",女性,0.049999999999999996,0.11666666666666665,0.4666666666666666,-0.7666666666666667,0.2761530448893886,0.0,0.31666666666666665,-0.15
88,"('揺れる', 'スカート')",揺れる,-0.13333333333333333,0.3,0.3666666666666667,-0.049999999999999996,-0.2008385781013735,-0.217575126276488,0.08333333333333334,-0.5666666666666667
89,"('揺れる', 'スカート')",スカート,-0.20083857810137354,0.49372817116587664,0.46025507481564765,-0.33473096350228926,-0.42857142857142866,-0.14285714285714288,0.050209644525343385,-0.48535989707831934
90,"('揺れる', '夜')",揺れる,-0.2333333333333333,0.5,0.39999999999999997,-0.33333333333333337,-0.31799441532717476,-0.2677847708018314,0.16666666666666669,-0.6166666666666666
91,"('揺れる', '夜')",夜,-0.6,-0.26666666666666666,-0.65,0.7,-0.5523060897787772,-0.48535989707831934,-0.5,-0.3
92,"('揺れる', '音楽')",揺れる,-0.26666666666666666,0.5499999999999999,0.35,-0.11666666666666665,-0.4435185266405332,-0.3096261412396175,0.049999999999999996,-0.6666666666666667
93,"('揺れる', '音楽')",音楽,-0.01673654817511446,0.41004543029030427,0.36820405985251814,-0.2845213189769458,-0.0504201680672269,0.0,0.00836827408755723,-0.10041928905068677
94,"('揺れる', '回る')",揺れる,-0.4666666666666666,0.39999999999999997,0.06666666666666667,0.08333333333333334,-0.7029350233548074,-0.5272012675161055,-0.13333333333333333,-0.8833333333333333
95,"('揺れる', '回る')",回る,0.0,-0.13333333333333333,0.16666666666666669,-0.2333333333333333,-0.108787563138244,0.108787563138244,0.09999999999999999,-0.09999999999999999
96,"('揺れる', '舞台')",揺れる,-0.25104822262671694,0.39330888211518983,0.1924703040138163,0.050209644525343385,-0.3613445378151261,-0.22689075630252106,0.0,-0.43515025255297596
97,"('揺れる', '舞台')",舞台,0.510464719340991,-0.03347309635022892,0.35983578576496095,-0.6108840083916778,0.4663865546218488,0.4369747899159664,0.5690426379538917,0.20083857810137354
98,"('舞台', '踊り')",舞台,0.5499999999999999,0.13333333333333333,0.5833333333333334,-0.7666666666666667,0.8200908605806086,0.4937281711658766,0.43333333333333335,0.5833333333333334
99,"('舞台', '踊り')",踊り,0.7,0.45,0.6833333333333333,-0.43333333333333335,0.15899720766358738,0.7113032974423645,0.6666666666666667,0.18333333333333335
100,"('舞台', '女性')",舞台,0.6666666666666667,-0.13333333333333333,0.26666666666666666,-0.3666666666666667,0.8451956828432803,0.6610936529170212,0.39999999999999997,0.8166666666666667
101,"('舞台', '女性')",女性,0.05857791861290061,0.46025507481564765,0.6778302010921357,-0.7196715715299219,0.09243697478991597,0.08823529411764706,0.17573375583870182,-0.06694619270045785
102,"('舞台', 'スカート')",舞台,0.7833333333333333,0.049999999999999996,0.6333333333333333,-0.35,0.8451956828432803,0.7113032974423645,0.5,0.6
103,"('舞台', 'スカート')",スカート,-0.06722926454528144,0.36976095499904793,0.2016877936358443,-0.08403658068160179,-0.14768063951019977,0.037975021588337085,-0.10924755488608233,0.06722926454528144
104,"('舞台', '夜')",舞台,0.836827408755723,0.20920685218893076,0.5857791861290061,-0.46025507481564765,0.7605042016806725,0.7857142857142858,0.5857791861290061,0.6694619270045785
105,"('舞台', '夜')",夜,-0.5294304582940913,0.08403658068160179,-0.5378341163622515,0.7311182519299355,-0.35865298166762805,-0.5105530680209763,-0.5882560647712125,-0.14286218715872304
106,"('舞台', '音楽')",舞台,0.45,0.45,0.7,-0.7666666666666667,0.5188329934285483,0.401677156202747,0.39999999999999997,0.31666666666666665
107,"('舞台', '音楽')",音楽,-0.08333333333333334,0.8499999999999999,0.41666666666666663,-0.33333333333333337,-0.1422606594884729,-0.11715583722580122,0.03333333333333333,-0.18333333333333335
108,"('舞台', '回る')",舞台,0.4666666666666666,0.08333333333333334,0.6166666666666666,-0.48333333333333334,0.54393781569122,0.38494060802763264,0.3,0.2333333333333333
109,"('舞台', '回る')",回る,0.16666666666666669,0.19999999999999998,0.5833333333333334,-0.45,0.10041928905068676,0.22594340036404525,0.26666666666666666,-0.06666666666666667
110,"('舞台', '揺れる')",舞台,0.6333333333333333,-0.19999999999999998,0.38333333333333336,-0.5833333333333334,0.6108840083916779,0.6359888306543495,0.5833333333333334,0.4666666666666666
111,"('舞台', '揺れる')",揺れる,-0.09999999999999999,0.6166666666666666,0.5166666666666667,-0.35,-0.01673654817511446,-0.2008385781013735,0.11666666666666665,-0.3666666666666667
